title,episodes,score,year,type,status,rating,duration,genres,studios,duration_min
Takate,2.0,6.37,0,TV,Not yet aired,Unknown,Unknown,"['Action', 'Adventure']",[],
Gegege no Kitarou: Copy Youkai vs. Kitarou - Fusei Shouhin ni wa Ki wo Tsukero!,1.0,6.37,0,OVA,Finished Airing,G - All Ages,Unknown,"['Adventure', 'Supernatural']",[],
Move to the Future Episode 0,1.0,6.02,0,CM,Finished Airing,G - All Ages,1 min,['Sci-Fi'],['Signal.MD'],1.0
No Guns Life Mini,34.0,5.73,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,"['Comedy', 'Sci-Fi']",['AQUA ARIS'],1.0
Tensei Mae no Ryouma to Tabuchi,20.0,5.8,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Comedy'],['AQUA ARIS'],1.0
Himawari Girls Mini Anime,2.0,6.37,0,ONA,Currently Airing,G - All Ages,3 min,['Comedy'],[],3.0
Offside (Music),1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,2 min,"['Sci-Fi', 'Supernatural']",[],2.0
Sinbi Apartment: Ghost Ball Zero,11.0,6.37,2023,TV,Finished Airing,G - All Ages,24 min per ep,['Fantasy'],['Studio BAZOOKA'],24.0
Baempaieosonyeo Dalja,26.0,6.37,2022,TV,Finished Airing,G - All Ages,12 min per ep,['Comedy'],[],12.0
Wonky Monkey,1.0,6.13,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
My Luxury Night,1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,['Avant Garde'],[],2.0
A Qi Aoyou Ji,30.0,6.14,0,ONA,Finished Airing,PG-13 - Teens 13 or older,3 min per ep,"['Adventure', 'Comedy']",['Sharefun Studio'],3.0
Rock and Roll March,1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Kurenai Hotel,1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Chouchou-san,1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Shouwa Joshi Daigaku Kankyou Design Gakka PV,1.0,6.37,0,PV,Finished Airing,G - All Ages,2 min,['Avant Garde'],[],2.0
Pole Princess!! Self Introduction,7.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,48 sec per ep,[],['Tatsunoko Production'],48.0
Jintian Shao Zhu Bu Zaijia,7.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,6 min per ep,"['Comedy', 'Fantasy']",[],6.0
Xiaolan He Ta De Pengyou,13.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,3 min per ep,['Comedy'],[],3.0
Prism,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,['Sci-Fi'],[],4.0
Umi wo Mite Ita Gogo,1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,['Avant Garde'],[],2.0
Wei Jin Xiao Juchang,12.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,['Comedy'],[],2.0
Canzhuo Shang de Shi Shuo Xin Yu,12.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,"['Comedy', 'Gourmet']",[],2.0
Canzhuo Shang de Shi Shuo Xin Yu 2nd Season,12.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,"['Comedy', 'Gourmet']",[],2.0
Run Aways,1.0,5.93,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,"['Avant Garde', 'Sci-Fi']",[],4.0
Amagami-san Chi no Enmusubi,24.0,7.54,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance', 'Supernatural']",['Drive'],23.0
Xiaoke de Huatu Xie Hua,12.0,6.82,0,ONA,Finished Airing,G - All Ages,4 min per ep,['Slice of Life'],"['Gravity Well', 'Windy Studio']",4.0
Pikatto PikaPika Pikachu Campaign PV,1.0,5.62,0,PV,Finished Airing,G - All Ages,36 sec,['Adventure'],['R11R'],36.0
Hina,2.0,6.37,0,Movie,Not yet aired,Unknown,Unknown,[],[],
Mortal Portal Radio,6.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,"['Comedy', 'Sci-Fi']",[],2.0
Bubble Bubble Cook 2nd Season,52.0,6.37,2011,TV,Finished Airing,G - All Ages,23 min per ep,['Gourmet'],['Studio Vandal'],23.0
Power (R3HAB Remix),1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,['Avant Garde'],[],3.0
Super Duper,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Rainbow Ruby 2nd Season,26.0,6.37,2020,TV,Finished Airing,PG - Children,24 min per ep,[],['Studio BAZOOKA'],24.0
Adventure,1.0,6.49,0,Music,Finished Airing,G - All Ages,3 min,[],['P.I.C.S.'],3.0
Mellow (Music),1.0,6.87,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,['Romance'],[],4.0
Hamidasumo! (Heaven & Hell Remix),1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,['Avant Garde'],[],4.0
Bubble Cook Wonjeongdae,52.0,6.37,2013,TV,Finished Airing,G - All Ages,23 min per ep,['Gourmet'],[],23.0
Umi no Manimani,1.0,7.03,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Liang Xiaoshi Jiaqi,1.0,6.1,0,ONA,Finished Airing,PG-13 - Teens 13 or older,9 min,"['Comedy', 'Mystery']",['Gravity Well'],9.0
Senki no Hikari,1.0,6.37,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,1 min,['Supernatural'],[],1.0
Sora wo Omoi Soko wo Yumemiru,1.0,6.37,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,1 min,[],[],1.0
Girls Band Cry,13.0,8.36,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Drama'],['Toei Animation'],23.0
Kinkyuu Hinan Sokuhou,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
SOS! Chao Wei Zhichang Ren,7.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,3 min per ep,['Comedy'],[],3.0
Jifeng Jingshe,26.0,6.37,2022,TV,Finished Airing,G - All Ages,15 min per ep,['Sports'],[],15.0
Holding Hands,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,['Avant Garde'],[],3.0
Geuleon Gyejeol Ijanh Ayo,1.0,6.22,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,"['Drama', 'Girls Love', 'Sci-Fi']",[],3.0
Hokkyoku Hyakkaten no Concierge-san,1.0,7.52,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 9 min,"['Fantasy', 'Slice of Life']",['Production I.G'],1.0
No Matter What,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,['Romance'],[],3.0
Gon de Hanta 2nd Season,20.0,6.37,0,ONA,Finished Airing,G - All Ages,1 min per ep,['Comedy'],[],1.0
Gon de Hanta 3rd Season,20.0,6.37,0,ONA,Finished Airing,G - All Ages,1 min per ep,['Comedy'],[],1.0
Gon de Hanta 2nd Season Special,1.0,6.37,0,ONA,Finished Airing,G - All Ages,1 min,['Comedy'],[],1.0
One Day,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,['Avant Garde'],[],3.0
H.O.T. Ulideul-ui Maengse,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,5 min,['Supernatural'],[],5.0
Ensemble Stars!! Tsuioku Selection Crossroad,6.0,7.17,0,ONA,Finished Airing,PG-13 - Teens 13 or older,12 min per ep,[],['DandeLion Animation Studio'],12.0
Way,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,"['Avant Garde', 'Romance']",[],4.0
Re:Searchlight,1.0,6.14,0,Music,Finished Airing,G - All Ages,5 min,['Sci-Fi'],[],5.0
Oroka na Tenshi wa Akuma to Odoru,12.0,6.91,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance', 'Supernatural']","[""Children's Playground Entertainment""]",23.0
Zhen Wu Dianfeng 2nd Season,52.0,7.0,0,ONA,Finished Airing,PG-13 - Teens 13 or older,10 min per ep,"['Action', 'Adventure', 'Fantasy']",['Ruo Hong Culture'],10.0
K-Drama,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,['Romance'],[],3.0
Nanako Zhichang Da Zuozhan,12.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Comedy'],[],1.0
Sansan de Shenghuo Guoran You Wenti,10.0,6.37,0,ONA,Finished Airing,G - All Ages,4 min per ep,['Slice of Life'],[],4.0
Meitantei Conan: TDK Video Head Cleaner,5.0,5.54,0,Special,Finished Airing,PG-13 - Teens 13 or older,40 sec per ep,[],[],40.0
Sanko Seika: Breakthrough,3.0,6.37,0,CM,Finished Airing,G - All Ages,1 min per ep,['Slice of Life'],['IMAGICA Lab.'],1.0
Untarou Tabi Monogatari,12.0,6.37,0,ONA,Finished Airing,G - All Ages,5 min per ep,['Slice of Life'],"['Joker Films', 'Acca effe']",5.0
Nostalgia,1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,['Romance'],[],2.0
Popcorn,1.0,6.37,0,Music,Finished Airing,G - All Ages,6 min,"['Action', 'Avant Garde', 'Sci-Fi']",[],6.0
Peaches (SUMIN Remix),1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Hidari,1.0,6.37,0,Movie,Not yet aired,Unknown,Unknown,['Action'],"['dwarf', 'Tecarat']",
Okusama no Kaifuku Jutsu The Animation,1.0,6.82,0,OVA,Finished Airing,Rx - Hentai,26 min,['Hentai'],['Seven'],26.0
Kunoichi Ryoujokuden Ajisai,2.0,5.96,0,OVA,Finished Airing,Rx - Hentai,16 min per ep,['Hentai'],['Suzuki Mirano'],16.0
My Show,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],['Koinrush Studio'],3.0
Geu Yeoreum (0805),1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,[],['Koinrush Studio'],4.0
Komada Jouryuujo e Youkoso,1.0,6.86,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 30 min,['Gourmet'],['P.A. Works'],1.0
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,12.0,7.0,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Fantasy', 'Romance']",['J.C.Staff'],23.0
Da Zhuzai: Nian Fan,52.0,7.75,0,ONA,Finished Airing,PG-13 - Teens 13 or older,19 min per ep,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Motion Magic'],19.0
Jodie,1.0,6.37,0,Movie,Finished Airing,PG-13 - Teens 13 or older,10 min,"['Drama', 'Sci-Fi']",[],10.0
Yuzuki-san Chi no Yonkyoudai.,12.0,7.87,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Slice of Life'],['Shuka'],23.0
Giddy Up,1.0,6.37,0,Music,Finished Airing,G - All Ages,1 min,[],[],1.0
Dugeundugeun,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,['Avant Garde'],[],4.0
Shinzou Ningen Struggle Bunny,1.0,5.53,0,OVA,Finished Airing,Rx - Hentai,8 min,['Hentai'],[],8.0
Daylight,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Buffering,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Tanetsuke Ojisan to NTR Hitozuma Sex The Animation,1.0,6.69,0,OVA,Finished Airing,Rx - Hentai,19 min,['Hentai'],['Studio 1st'],19.0
Tanetsuke Ojisan to Papakko JD Saimin Seikatsu The Animation,1.0,6.26,0,OVA,Finished Airing,Rx - Hentai,18 min,['Hentai'],['Studio 1st'],18.0
Red Balloon,1.0,6.37,0,Movie,Finished Airing,G - All Ages,3 min,['Slice of Life'],[],3.0
Diyi Ci,1.0,6.37,0,CM,Finished Airing,G - All Ages,1 min,['Slice of Life'],[],1.0
Yami Shibai 11,13.0,5.83,2023,TV,Finished Airing,PG-13 - Teens 13 or older,4 min per ep,"['Avant Garde', 'Horror', 'Supernatural']","['ILCA', 'yell']",4.0
Animals,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
90's Love (SQUAR Remix),1.0,5.36,0,Music,Finished Airing,PG-13 - Teens 13 or older,2 min,[],[],2.0
Don't Call Me (ESAI Remix),1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Bambi (h4rdy Remix),1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
Forever Only (SHINDRUM Remix),1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Too Good feat. CHENLE of NCT,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,"['Avant Garde', 'Fantasy']",[],3.0
Gwaenchanh-ado Gwaenchanh-a,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Futari no Yakusoku,1.0,5.86,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min,['Fantasy'],[],1.0
Hayan Geojismal,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Tsurupeta Shugo Kishi Elfina Ochiru,2.0,6.37,0,OVA,Finished Airing,Rx - Hentai,20 min per ep,['Hentai'],['Blue bread'],20.0
When I Close My Eyes,1.0,6.18,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Kien Romance,1.0,6.85,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Frisbee,1.0,6.42,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,['Action'],[],3.0
Shu Tian Fu Mo Lu,16.0,6.81,0,ONA,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Action', 'Adventure', 'Fantasy']",['Big Firebird Culture'],22.0
Never Fear,1.0,6.33,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Eraser Wars,1.0,6.37,0,Movie,Finished Airing,G - All Ages,10 min,"['Action', 'Sci-Fi']",[],10.0
Hidari Pilot Film,1.0,7.13,0,ONA,Finished Airing,PG-13 - Teens 13 or older,5 min,['Action'],"['dwarf', 'Tecarat']",5.0
Jiu Tian Xuan Di Jue 4th Season,52.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,10 min per ep,"['Action', 'Adventure', 'Fantasy']",['Ruo Hong Culture'],10.0
Midnight: Eraser Wars Spin-off,1.0,6.37,0,Movie,Finished Airing,PG-13 - Teens 13 or older,11 min,"['Action', 'Suspense']",[],11.0
Ooi! Tonbo,13.0,7.13,2024,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Drama', 'Sports']",['OLM'],24.0
Mamekichi Mameko NEET no Nichijou 2nd Season,39.0,6.37,2023,TV,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Comedy'],['Tezuka Productions'],1.0
Wei Jiang,26.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Fantasy']",[],23.0
Rendezvous,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Gyeoulnal,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Cholog,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Sum,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Yagsog,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
1985,1.0,5.34,0,Music,Finished Airing,G - All Ages,6 min,['Avant Garde'],[],6.0
Fire Emblem Heroes - Book V Ending Movie,1.0,5.87,0,ONA,Finished Airing,PG-13 - Teens 13 or older,3 min,['Fantasy'],['Anima'],3.0
Yume ja Nai (2020),1.0,5.88,0,Music,Finished Airing,G - All Ages,4 min,"['Adventure', 'Fantasy']",[],4.0
Yume ja Nai,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,['Drama'],[],4.0
Koe Dake ga,1.0,5.77,0,Music,Finished Airing,G - All Ages,4 min,"['Adventure', 'Fantasy']",[],4.0
The Little Name,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Tian Zhen Yu Kung Fu Wa,52.0,6.37,2021,TV,Finished Airing,G - All Ages,11 min per ep,"['Action', 'Comedy']",[],11.0
Bear Bear Bear Kuma Punch!,5.0,6.1,0,ONA,Finished Airing,PG-13 - Teens 13 or older,35 sec per ep,['Comedy'],['EMT Squared'],35.0
Chang Jian Feng Yun 2nd Season,10.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,37 min per ep,"['Action', 'Drama']",['Xuni Ying Ye'],37.0
Free Falling,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,['Fantasy'],['LICO'],3.0
Pukapuka,1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
"Jashin-chan Dropkick ""Seikimatsu-hen""",1.0,6.91,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,23 min,"['Comedy', 'Supernatural']",['Makaria'],23.0
Tekuteku,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Boyfriend (Music),1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,['Romance'],[],2.0
Not Unusual,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Ongakushitsu wa Himitsu Kichi,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Paku,1.0,5.75,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Tirori Mix,1.0,6.09,0,Music,Finished Airing,G - All Ages,3 min,"['Gourmet', 'Sci-Fi']",['Caviar'],3.0
Slapstick,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Wuxia,1.0,6.37,0,Movie,Finished Airing,PG-13 - Teens 13 or older,4 min,['Avant Garde'],['Slow Studio'],4.0
Manyan Sinian,1.0,6.37,0,Music,Finished Airing,G - All Ages,3 min,[],['Slow Studio'],3.0
Alien Stage,12.0,8.61,0,Music,Finished Airing,R - 17+ (violence & profanity),3 min per ep,"['Drama', 'Sci-Fi', 'Suspense']",['LICO'],3.0
Xiongmao He Kaixin Qiu,52.0,6.37,2021,TV,Finished Airing,PG - Children,10 min per ep,['Comedy'],[],10.0
Popee The Performer: Kids Station IDs,7.0,5.62,0,PV,Finished Airing,PG-13 - Teens 13 or older,20 sec per ep,"['Avant Garde', 'Comedy']",[],20.0
Chunfen,1.0,6.37,0,Movie,Finished Airing,PG-13 - Teens 13 or older,7 min,"['Avant Garde', 'Suspense']",['Congrong Film'],7.0
Daoying,1.0,6.37,0,Movie,Finished Airing,PG-13 - Teens 13 or older,19 min,"['Adventure', 'Fantasy']",['Shadow Steps'],19.0
"Tensei Kizoku, Kantei Skill de Nariagaru",12.0,7.16,2024,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Adventure', 'Fantasy']",['studio MOTHER'],23.0
Wang Shen Zhi Ye,1.0,6.37,0,Movie,Finished Airing,R - 17+ (violence & profanity),29 min,"['Horror', 'Supernatural']",['Misogo Animation Studio'],29.0
Clay,1.0,6.07,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Mechamecha Charisma,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,5 min,[],[],5.0
Diamond wo Sagase! Usotsuki Karasu to Haru no Seiza-tachi,1.0,6.37,0,Movie,Finished Airing,Unknown,30 min,"['Adventure', 'Fantasy', 'Sci-Fi']",[],30.0
Vinland Saga Season 2: Same Old Story,1.0,6.9,0,ONA,Finished Airing,R - 17+ (violence & profanity),1 min,"['Action', 'Adventure', 'Drama']",['MAPPA'],1.0
Haha e,1.0,6.37,0,Music,Finished Airing,G - All Ages,5 min,['Drama'],[],5.0
Sugar Highway,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,['Sci-Fi'],['Caviar'],4.0
Zanmai,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,['Avant Garde'],[],4.0
Shayou (Music),1.0,6.85,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],['Wit Studio'],3.0
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 4th Season,3.0,5.63,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,"['Boys Love', 'Fantasy']",['AQUA ARIS'],2.0
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,3.0,5.75,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,"['Boys Love', 'Fantasy']",['AQUA ARIS'],2.0
Kidou Senshi Gundam: Suisei no Majo Season 2 Recap,1.0,6.22,0,TV Special,Finished Airing,R - 17+ (violence & profanity),24 min,['Sci-Fi'],['Sunrise'],24.0
Stray Sheep no Daibouken,13.0,6.37,1995,TV,Finished Airing,G - All Ages,5 min per ep,['Adventure'],['Robot Communications'],5.0
Stray Sheep,3.0,6.37,0,PV,Finished Airing,G - All Ages,30 sec per ep,['Adventure'],['Robot Communications'],30.0
Donghwa feat. IU,1.0,6.37,0,Music,Finished Airing,G - All Ages,4 min,['Fantasy'],['Earth Design Works'],4.0
Day by Day (2023),1.0,6.27,0,Music,Finished Airing,G - All Ages,1 min,"['Fantasy', 'Slice of Life']",['ARCUS'],1.0
One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,1.0,6.53,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,24 min,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Toei Animation'],24.0
Intergalactia,1.0,6.01,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Hibana Chiru,1.0,5.87,0,Music,Finished Airing,G - All Ages,4 min,[],['THINKR'],4.0
Fuhou Shinnyuu,1.0,6.26,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
Nico/Agony,1.0,6.37,0,ONA,Finished Airing,G - All Ages,10 min,['Supernatural'],['Usagi Ou'],10.0
Wander Burabura Bakkamu,1.0,5.87,0,ONA,Finished Airing,G - All Ages,7 min,"['Drama', 'Sci-Fi']",['Echoes'],7.0
Moshi Meta: Moshi Joshikousei ga Metaverse de Miko ni Nattara,1.0,5.61,0,ONA,Finished Airing,G - All Ages,8 min,['Sci-Fi'],['Studio Elle'],8.0
Tsuru ga Mau Yoru ni,1.0,6.34,0,ONA,Finished Airing,G - All Ages,10 min,['Fantasy'],"['pH Studio', 'Noovo']",10.0
Benghuai: Xing Qiong Tiedao - Fei Guang,1.0,7.51,0,ONA,Finished Airing,PG-13 - Teens 13 or older,4 min,"['Action', 'Fantasy', 'Sci-Fi']","['Studio Ppuri', 'miHoYoAnime']",4.0
Bastions,5.0,5.47,2023,TV,Finished Airing,PG-13 - Teens 13 or older,14 min per ep,"['Action', 'Comedy']",[],14.0
Telepath,1.0,6.34,0,Music,Finished Airing,PG-13 - Teens 13 or older,5 min,[],['Gainax Kyoto'],5.0
Sayuumou,1.0,6.31,0,Music,Finished Airing,G - All Ages,4 min,['Slice of Life'],['MORIE Inc.'],4.0
Choujin Densetsu Urotsukidouji: Inferno Road Jain Kanzenban,1.0,6.37,0,OVA,Finished Airing,Rx - Hentai,1 hr 46 min,"['Action', 'Horror', 'Supernatural', 'Hentai']",[],1.0
Atarashii Joushi wa Do Tennen,12.0,7.91,2023,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Slice of Life'],['A-1 Pictures'],23.0
Chinokate,1.0,5.99,0,Music,Finished Airing,G - All Ages,4 min,['Slice of Life'],['Liberty Animation Studio'],4.0
Algernon,1.0,6.08,0,Music,Finished Airing,G - All Ages,4 min,['Avant Garde'],[],4.0
Caffeine,1.0,6.18,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Gensou Mangekyou: The Memories of Phantasm,2.0,7.61,0,OVA,Currently Airing,PG-13 - Teens 13 or older,16 min,['Fantasy'],['Manpuku Jinja'],16.0
Fly With Me,1.0,5.79,0,Music,Finished Airing,PG-13 - Teens 13 or older,5 min,"['Action', 'Avant Garde', 'Sci-Fi']",['PERIMETRON'],5.0
Huan Bing Ji,1.0,6.37,0,ONA,Finished Airing,G - All Ages,4 min,"['Action', 'Comedy']",[],4.0
Medalist,13.0,8.37,2025,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Drama', 'Sports']",['ENGI'],23.0
"Kyou, Watashi no Monogatari ga Hashirimasu.: Another Side-hen",1.0,5.88,0,CM,Finished Airing,G - All Ages,1 min,"['Slice of Life', 'Sports']",['Studio Colorido'],1.0
Music Video Orchestra,1.0,5.48,0,Music,Finished Airing,PG-13 - Teens 13 or older,2 min,['Avant Garde'],['P.I.C.S.'],2.0
Float Play,1.0,6.17,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Devilman Pilot Film,1.0,5.52,0,Special,Finished Airing,R - 17+ (violence & profanity),2 min,"['Action', 'Horror', 'Supernatural']",['Toei Animation'],2.0
Bon Dance,1.0,5.84,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,['Supernatural'],['PERIMETRON'],4.0
Acca-kun no ACCA Kouza,10.0,5.43,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Comedy'],[],1.0
Hate no Issen: Episode Zero,1.0,6.69,0,ONA,Finished Airing,PG-13 - Teens 13 or older,16 min,['Sci-Fi'],[],16.0
Storywriter (2022),1.0,6.06,0,Music,Finished Airing,G - All Ages,4 min,[],"['Maxilla', 'NANON CREATIVE', 'SIGNIF']",4.0
Tsuki ni Hoeru feat. Kaho Nakamura,1.0,5.93,0,Music,Finished Airing,G - All Ages,3 min,[],['Wit Studio'],3.0
LaRiLaRu,1.0,6.01,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Fuyumi,1.0,6.37,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],[],4.0
Hex,1.0,6.41,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,[],['Qzil.la'],4.0
Abyssal Zone,1.0,6.34,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Samishii Hito,1.0,6.04,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],[],3.0
Chained Trap,1.0,6.19,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,[],['Uguisu Kobo'],3.0
Mashle: Mash Burnedead to Fushigi na Tegami,1.0,6.48,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,23 min,"['Action', 'Comedy', 'Fantasy']",['A-1 Pictures'],23.0
Doku Ringo,1.0,6.28,0,Music,Finished Airing,PG-13 - Teens 13 or older,2 min,['Gourmet'],['OTOIRO'],2.0
Mannequin,1.0,6.48,0,Music,Finished Airing,PG-13 - Teens 13 or older,3 min,['Romance'],['OTOIRO'],3.0
BT21 Universe Animation,8.0,6.37,0,ONA,Finished Airing,G - All Ages,2 min per ep,"['Fantasy', 'Slice of Life']",[],2.0
